ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
2713,32,Male,Divorced,6504.111771,3/8/2021,5377,10.39,High School Diploma,Manipur,Lawyer,policy3,Mobile App,policy3,Family,Email,Text,Morning,German
2714,36,Male,Married,4403.495488,2/2/2021,11027.2,156.61,Master's Degree,Uttar Pradesh,Salesperson,policy3,Mobile App,policy1,Family,Mail,In-Person Meeting,Afternoon,German
2715,41,Female,Married,4093.570151,12/16/2016,27479,320.005,Doctorate,Uttarakhand,Artist,policy2,Phone,policy5,Business,Mail,Phone,Evening,German
2716,25,Female,Married,1679.950524,8/6/2023,7593.4,271.222,Doctorate,Nagaland,Salesperson,policy1,Chat,policy4,Family,Mail,In-Person Meeting,Evening,German
2717,60,Male,Married,6781.516459,3/8/1981,36826.1,283.934,Associate Degree,Uttarakhand,Lawyer,policy2,Mobile App,policy1,Individual,In-Person Meeting,In-Person Meeting,Morning,German
2718,33,Female,Single,1608.52781,4/6/2023,14186.5,601.391,Bachelor's Degree,Andaman and Nicobar Islands,Salesperson,policy1,Chat,policy3,Group,In-Person Meeting,Phone,Evening,Mandarin
2719,37,Female,Single,4711.627794,12/3/2023,35446.5,75.237,High School Diploma,Kerala,Salesperson,policy5,Chat,policy2,Group,Phone,Mail,Weekends,English
2720,42,Female,Divorced,4594.685053,6/2/2015,29686.4,280.098,Associate Degree,Uttar Pradesh,Manager,policy3,Phone,policy1,Family,Phone,Phone,Anytime,French
2721,45,Female,Single,6640.933107,3/5/2023,35214.6,117.737,High School Diploma,Lakshadweep,Engineer,policy5,Email,policy5,Family,Email,Phone,Afternoon,French
2722,34,Male,Single,5158.203248,3/6/2021,44532.4,139.094,High School Diploma,Uttarakhand,Entrepreneur,policy2,Mobile App,policy3,Group,Email,Email,Anytime,English
2723,25,Male,Married,1574.275302,8/21/2023,36762.3,1134.612,Doctorate,Delhi,Doctor,policy1,Mobile App,policy4,Individual,In-Person Meeting,Email,Afternoon,Mandarin
2724,45,Male,Separated,7981.323965,1/1/2024,48525.2,161.014,Doctorate,Jharkhand,Manager,policy1,Chat,policy3,Group,Mail,Text,Afternoon,German
2725,58,Male,Widowed,4064.851367,3/23/2019,47462.2,248.518,Doctorate,Madhya Pradesh,Doctor,policy4,Phone,policy4,Business,Phone,Text,Weekends,Spanish
2726,75,Female,Widowed,5739.585269,1/15/1978,35176.3,274.308,High School Diploma,Bihar,Artist,policy2,Mobile App,policy1,Individual,Phone,Email,Evening,Mandarin
2727,64,Female,Married,4977.633931,9/24/2007,7470,42.273,Master's Degree,Meghalaya,Salesperson,policy1,Chat,policy1,Group,In-Person Meeting,Text,Morning,English
2728,27,Female,Married,1999.620782,1/8/2025,5400,203.964,High School Diploma,Nagaland,Engineer,policy5,Chat,policy1,Group,Mail,In-Person Meeting,Evening,German
2729,59,Male,Widowed,5245.100497,10/23/2000,17374.5,150.703,Doctorate,Telangana,Salesperson,policy2,In-Person,policy5,Group,In-Person Meeting,Phone,Weekends,German
2730,25,Female,Married,696.5176198,4/24/2023,5680.1,196.953,High School Diploma,Telangana,Artist,policy3,Phone,policy3,Group,Text,Email,Weekends,Spanish
2731,33,Female,Single,1674.025249,5/28/2023,35164.8,1617.17,Associate Degree,Gujarat,Artist,policy3,Phone,policy1,Group,Mail,Mail,Weekends,German
2732,21,Male,Single,1593.548531,8/18/2023,23477.9,841.987,Bachelor's Degree,Tamil Nadu,Artist,policy3,Mobile App,policy2,Family,Mail,Text,Morning,French
2733,58,Male,Widowed,6791.546809,11/27/1983,43252.6,393.433,Associate Degree,Karnataka,Doctor,policy2,In-Person,policy1,Group,Text,Mail,Evening,French
2734,53,Male,Widowed,5508.042735,10/2/1980,49111,433.299,Bachelor's Degree,Uttarakhand,Salesperson,policy2,Chat,policy3,Group,Phone,Mail,Morning,German
2735,42,Female,Married,3541.140821,6/22/2020,28293,777.666,High School Diploma,Arunachal Pradesh,Artist,policy3,Mobile App,policy3,Group,Phone,In-Person Meeting,Weekends,Spanish
2736,25,Female,Married,2073.055319,6/19/2023,42470.5,1936.523,Doctorate,Andaman and Nicobar Islands,Nurse,policy1,Mobile App,policy1,Family,Mail,Phone,Weekends,French
2737,38,Female,Divorced,2506.711026,7/22/2021,21863.6,548.835,Master's Degree,Himachal Pradesh,Doctor,policy3,Phone,policy3,Group,Text,Phone,Anytime,French
2738,32,Male,Single,12521.73413,8/11/2023,29519.1,76.422,Doctorate,Andaman and Nicobar Islands,Salesperson,policy1,Chat,policy3,Family,Mail,Phone,Anytime,English
2739,27,Male,Divorced,7571.898997,10/12/2022,31415.9,49.241,Doctorate,Delhi,Entrepreneur,policy5,Email,policy3,Family,Phone,Mail,Morning,French
2740,43,Female,Divorced,3428.042591,4/2/2019,42134.4,926.366,High School Diploma,Madhya Pradesh,Lawyer,policy1,In-Person,policy5,Group,Phone,Email,Anytime,Mandarin
2741,51,Male,Divorced,6114.660732,7/24/1980,27745.9,188.5,Bachelor's Degree,Goa,Engineer,policy4,Email,policy5,Individual,Email,In-Person Meeting,Afternoon,Spanish
2742,52,Female,Divorced,6463.277859,3/3/1996,26736.4,212.577,Master's Degree,Andhra Pradesh,Manager,policy4,Email,policy2,Individual,Mail,Mail,Evening,French
2743,28,Female,Married,1214.740779,9/6/2024,49229.6,2445.809,Doctorate,Rajasthan,Entrepreneur,policy5,Phone,policy3,Family,Mail,Mail,Afternoon,German
2744,58,Male,Widowed,3307.990493,5/4/2017,7409.9,66.54,Master's Degree,Andaman and Nicobar Islands,Teacher,policy4,Mobile App,policy5,Group,Mail,In-Person Meeting,Weekends,Spanish
2745,42,Male,Divorced,7838.805905,6/27/2022,40693,145.666,Associate Degree,Gujarat,Entrepreneur,policy3,In-Person,policy2,Family,Mail,In-Person Meeting,Afternoon,German
2746,43,Female,Widowed,5989.372568,7/24/1976,33706.2,252.845,Associate Degree,Bihar,Nurse,policy1,Chat,policy5,Group,Email,Email,Anytime,Mandarin
2747,20,Male,Single,1522.185965,11/22/2023,46711.3,2181.353,Doctorate,Gujarat,Artist,policy1,Phone,policy1,Business,Mail,In-Person Meeting,Weekends,Spanish
2748,24,Male,Single,1593.464244,1/24/2023,33748.6,1336.84,Doctorate,Karnataka,Nurse,policy4,Mobile App,policy1,Group,Mail,In-Person Meeting,Weekends,French
2749,45,Male,Single,7095.764324,12/18/2020,48198.9,227.073,Doctorate,Arunachal Pradesh,Artist,policy1,Mobile App,policy3,Group,Email,In-Person Meeting,Morning,Spanish
2750,39,Female,Divorced,3252.250101,10/3/2022,44767.4,962.553,Associate Degree,Arunachal Pradesh,Nurse,policy2,Mobile App,policy5,Individual,In-Person Meeting,Phone,Morning,Mandarin
2751,67,Female,Married,6147.710434,1/6/2006,49450.3,334.817,High School Diploma,Telangana,Doctor,policy4,Phone,policy5,Group,Mail,Email,Anytime,Spanish
2752,28,Male,Separated,7211.514653,5/26/2023,41634.9,75.138,Master's Degree,Karnataka,Teacher,policy3,Phone,policy1,Group,Phone,In-Person Meeting,Evening,German
2753,32,Female,Divorced,3051.24359,11/16/2020,18826.2,506.47,Associate Degree,Puducherry,Manager,policy5,Chat,policy3,Family,In-Person Meeting,In-Person Meeting,Weekends,English
2754,29,Female,Divorced,9408.721959,1/16/2023,10591.8,15.98,Bachelor's Degree,West Bengal,Nurse,policy2,Chat,policy5,Family,Text,Phone,Anytime,German
2755,41,Male,Divorced,7703.751538,5/10/2021,13425.8,14.394,Doctorate,West Bengal,Lawyer,policy5,Mobile App,policy4,Business,Text,Email,Morning,Spanish
2756,46,Male,Divorced,11716.76321,4/8/2022,17686.5,60.595,Doctorate,Uttarakhand,Salesperson,policy1,Chat,policy4,Family,Email,Email,Morning,Mandarin
2757,39,Male,Married,3562.297065,2/10/2020,22724.1,569.192,Doctorate,Tamil Nadu,Teacher,policy1,Phone,policy1,Group,Mail,Email,Evening,German
2758,34,Male,Single,3430.111988,6/5/2023,13505.3,21.267,High School Diploma,Andaman and Nicobar Islands,Doctor,policy5,Chat,policy5,Group,Text,Text,Morning,French
2759,44,Male,Divorced,7288.731579,11/21/2023,39565.3,148.718,Master's Degree,Arunachal Pradesh,Salesperson,policy1,Mobile App,policy4,Family,In-Person Meeting,Phone,Weekends,French
2760,38,Female,Divorced,4763.059897,5/3/2015,37501.9,481.942,Master's Degree,Gujarat,Lawyer,policy1,Mobile App,policy4,Family,Mail,In-Person Meeting,Afternoon,French
2761,31,Female,Single,2018.518595,12/12/2023,21299.3,665.514,Doctorate,Himachal Pradesh,Nurse,policy2,In-Person,policy2,Group,Email,Text,Weekends,German
2762,51,Male,Married,5282.501391,7/27/1991,10539,90.584,High School Diploma,Andhra Pradesh,Nurse,policy3,Email,policy4,Business,Mail,Text,Evening,English
2763,40,Female,Divorced,3529.695617,6/17/1985,25988.4,168.917,Master's Degree,Haryana,Doctor,policy3,Chat,policy1,Group,Text,In-Person Meeting,Evening,French
2764,32,Male,Divorced,1678.786501,11/22/2022,7341.9,307.812,Associate Degree,Andaman and Nicobar Islands,Salesperson,policy3,Mobile App,policy1,Business,In-Person Meeting,In-Person Meeting,Evening,Spanish
2765,39,Male,Divorced,2911.513186,3/9/2016,12798.8,208.052,Associate Degree,Jharkhand,Nurse,policy3,Chat,policy3,Group,Mail,Mail,Morning,German
2766,54,Female,Widowed,6641.626843,8/18/2014,6883,49.683,High School Diploma,Madhya Pradesh,Manager,policy1,Mobile App,policy4,Business,Phone,In-Person Meeting,Anytime,French
2767,29,Female,Separated,7462.780628,7/30/2021,29082.2,123.344,Doctorate,Chandigarh,Lawyer,policy3,Chat,policy4,Individual,Text,Text,Afternoon,German
2768,54,Male,Widowed,4725.400211,10/8/1975,16182.5,123.762,Associate Degree,Tripura,Lawyer,policy3,Mobile App,policy3,Business,Email,Email,Morning,English
2769,31,Female,Married,3212.856918,5/14/2017,43995.9,630.314,High School Diploma,West Bengal,Teacher,policy3,Chat,policy1,Individual,Phone,Email,Anytime,German
2770,42,Female,Separated,6927.012125,12/20/2023,11968.7,52.252,Master's Degree,Mizoram,Salesperson,policy1,Phone,policy1,Family,In-Person Meeting,In-Person Meeting,Anytime,German
2771,26,Female,Divorced,8737.932043,4/19/2022,30777.7,53.93,Doctorate,Jharkhand,Manager,policy5,Mobile App,policy2,Family,Phone,Mail,Afternoon,German
2772,39,Male,Divorced,8925.263153,10/15/2023,15093.1,72.31,High School Diploma,Odisha,Doctor,policy1,Chat,policy4,Business,Email,Mail,Afternoon,French
2773,38,Male,Married,3277.493339,3/20/2023,25574.3,661.77,Doctorate,Chandigarh,Engineer,policy2,Email,policy1,Group,Text,Email,Morning,French
2774,35,Female,Divorced,7776.58784,8/3/2023,44769.3,130.928,Associate Degree,Chandigarh,Manager,policy5,Chat,policy1,Business,Mail,Phone,Weekends,Spanish
2775,51,Male,Single,11303.11244,6/30/2021,23176.2,109.637,Doctorate,Maharashtra,Artist,policy4,Mobile App,policy1,Family,Mail,Mail,Evening,French
2776,42,Female,Divorced,2578.305436,8/9/2015,10535,301.839,Bachelor's Degree,Jharkhand,Salesperson,policy5,Chat,policy5,Group,In-Person Meeting,Phone,Weekends,German
2777,39,Female,Married,1695.839159,11/14/2021,23438.4,578.631,Bachelor's Degree,Uttar Pradesh,Engineer,policy3,Email,policy1,Family,In-Person Meeting,Mail,Afternoon,French
2778,29,Female,Single,1842.128321,3/5/2023,21728,926.982,Associate Degree,Nagaland,Engineer,policy3,In-Person,policy1,Individual,Mail,Phone,Afternoon,French
2779,33,Male,Divorced,8690.535116,11/30/2022,46174.2,199.321,Doctorate,Delhi,Nurse,policy1,Phone,policy3,Business,In-Person Meeting,Email,Anytime,English
2780,25,Male,Single,10243.01792,2/14/2023,45447,112.661,Bachelor's Degree,Bihar,Teacher,policy4,In-Person,policy3,Family,Phone,Mail,Weekends,Spanish
2781,34,Male,Single,2007.35146,9/26/2024,23756.3,940.99,High School Diploma,Uttarakhand,Manager,policy3,Chat,policy1,Individual,Text,Phone,Weekends,French
2782,27,Female,Married,1311.631849,12/27/2024,49420.9,2031.558,Associate Degree,Sikkim,Artist,policy3,Mobile App,policy4,Individual,Text,Text,Afternoon,English
2783,46,Female,Separated,10086.52264,11/6/2020,42029.8,77.974,Associate Degree,Himachal Pradesh,Doctor,policy3,Mobile App,policy4,Family,Mail,In-Person Meeting,Weekends,Spanish
2784,30,Male,Married,2387.690603,10/10/2021,23346.7,238.126,Associate Degree,Arunachal Pradesh,Manager,policy1,Email,policy2,Family,Text,Phone,Morning,German
2785,39,Female,Married,5566.295446,1/27/1990,26080.9,140.419,Associate Degree,Jharkhand,Entrepreneur,policy1,Mobile App,policy5,Family,Mail,Text,Afternoon,German
2786,66,Male,Widowed,5229.401167,11/6/1995,38158.8,310.884,Doctorate,Gujarat,Doctor,policy4,In-Person,policy2,Group,Phone,In-Person Meeting,Weekends,Mandarin
2787,32,Male,Single,1759.188534,9/26/2024,44327.1,1720.068,Associate Degree,Mizoram,Lawyer,policy1,Mobile App,policy2,Individual,Text,In-Person Meeting,Evening,Spanish
2788,45,Female,Widowed,5908.486817,1/4/1981,30847,164.35,Associate Degree,Himachal Pradesh,Engineer,policy4,Phone,policy1,Group,Email,In-Person Meeting,Evening,French
2789,22,Male,Single,1734.879771,12/10/2023,18193.2,859.369,Master's Degree,Himachal Pradesh,Artist,policy1,In-Person,policy5,Group,Email,Mail,Morning,German
2790,42,Female,Married,2848.421718,2/4/2020,6010.3,163.373,Associate Degree,Manipur,Teacher,policy1,Chat,policy5,Family,Email,Phone,Anytime,French
2791,48,Male,Married,4018.909393,8/23/2022,39637.1,428.128,High School Diploma,Andhra Pradesh,Doctor,policy3,Mobile App,policy1,Business,Email,Mail,Weekends,French
2792,45,Male,Single,8945.17581,7/7/2021,9892.6,22.95,Master's Degree,Andhra Pradesh,Manager,policy4,Phone,policy5,Family,Email,Email,Weekends,English
2793,37,Male,Divorced,10163.92455,1/20/2023,5003.7,24.539,High School Diploma,Puducherry,Salesperson,policy3,Mobile App,policy1,Group,Email,In-Person Meeting,Evening,French
2794,52,Female,Married,5798.130038,8/12/1980,35496.2,280.87,High School Diploma,Punjab,Salesperson,policy3,Email,policy4,Family,Phone,Phone,Anytime,Spanish
2795,18,Female,Separated,1284.380258,7/15/2024,31954.4,1577.83,Master's Degree,Meghalaya,Manager,policy3,Mobile App,policy4,Group,Text,Phone,Afternoon,German
2796,32,Male,Separated,8676.760838,1/1/2022,6782.4,10.624,Associate Degree,Chandigarh,Entrepreneur,policy5,In-Person,policy2,Business,Email,Mail,Morning,French
2797,31,Male,Divorced,5455.853397,7/26/2023,34551.5,118.792,Associate Degree,Meghalaya,Salesperson,policy2,In-Person,policy2,Business,Text,Phone,Afternoon,German
2798,41,Female,Married,3695.117268,8/30/2022,21627.7,318.999,Doctorate,Chandigarh,Lawyer,policy1,Chat,policy5,Individual,Email,Mail,Morning,German
2799,59,Male,Single,12500.91498,9/24/2021,34181.3,150.036,Associate Degree,Chandigarh,Teacher,policy3,Email,policy3,Group,In-Person Meeting,Text,Afternoon,French
2800,31,Female,Single,4126.906237,11/14/2021,44539.5,573.029,Associate Degree,Dadra and Nagar Haveli,Entrepreneur,policy5,Phone,policy4,Group,Email,Email,Weekends,Mandarin
2801,62,Female,Widowed,4615.145151,11/13/1975,27575.6,215.881,Master's Degree,Andhra Pradesh,Artist,policy1,Chat,policy5,Business,In-Person Meeting,Phone,Anytime,Spanish
2802,43,Male,Divorced,3394.426937,1/27/2021,16166.8,419.604,Bachelor's Degree,Delhi,Artist,policy5,Phone,policy2,Group,Email,Phone,Afternoon,French
2803,31,Female,Married,2033.112706,9/26/2023,20750.4,1007.298,Associate Degree,Puducherry,Salesperson,policy2,Mobile App,policy5,Group,Text,Phone,Weekends,Mandarin
2804,59,Male,Divorced,7375.397692,10/15/1977,23982.6,200.538,Doctorate,Uttarakhand,Teacher,policy3,In-Person,policy2,Family,Phone,In-Person Meeting,Afternoon,Mandarin
2805,57,Male,Divorced,7949.435844,3/13/2022,37350.2,40.667,Associate Degree,Manipur,Teacher,policy3,Mobile App,policy5,Business,Mail,In-Person Meeting,Evening,Spanish
2806,19,Male,Separated,1955.484382,12/8/2023,10560.9,509.535,Associate Degree,Bihar,Lawyer,policy3,In-Person,policy5,Business,Phone,In-Person Meeting,Afternoon,German
2807,39,Female,Married,3903.184857,10/17/2017,24549.7,396.611,High School Diploma,Himachal Pradesh,Artist,policy5,Phone,policy4,Family,Email,Phone,Morning,German
2808,45,Female,Divorced,9310.49314,2/4/2023,8335.9,37.415,Master's Degree,West Bengal,Teacher,policy1,In-Person,policy3,Individual,In-Person Meeting,Text,Evening,Mandarin
2809,31,Male,Divorced,8001.874566,1/9/2022,10860.1,38.758,Associate Degree,Chhattisgarh,Salesperson,policy3,Phone,policy2,Business,Mail,Text,Weekends,Mandarin
2810,31,Female,Married,2605.092077,2/8/2018,19392.7,346.569,High School Diploma,Chhattisgarh,Entrepreneur,policy5,Mobile App,policy3,Business,In-Person Meeting,Email,Weekends,Mandarin
2811,27,Male,Divorced,11400.78583,7/9/2023,46646,93.267,Bachelor's Degree,Lakshadweep,Entrepreneur,policy1,Email,policy4,Group,Phone,In-Person Meeting,Evening,Mandarin
2812,34,Male,Divorced,10044.68309,6/1/2021,25963.3,83.549,Associate Degree,Mizoram,Entrepreneur,policy1,Mobile App,policy5,Business,Text,In-Person Meeting,Afternoon,Mandarin
2813,40,Male,Separated,6989.09325,7/27/2023,30658.7,120.483,Associate Degree,Rajasthan,Engineer,policy5,Email,policy5,Individual,Text,Email,Weekends,German
2814,44,Male,Single,10286.3861,6/27/2021,35844.4,57.246,Bachelor's Degree,Mizoram,Lawyer,policy2,Chat,policy1,Business,Text,Mail,Evening,English
2815,18,Male,Divorced,2487.37696,2/17/2025,13618.8,432.436,High School Diploma,West Bengal,Salesperson,policy2,Chat,policy3,Business,Mail,Email,Anytime,English
2816,60,Male,Divorced,5737.953837,4/27/2023,29138.2,40.299,Doctorate,Andaman and Nicobar Islands,Nurse,policy2,In-Person,policy3,Family,Phone,Phone,Anytime,Spanish
2817,40,Female,Married,4199.919917,7/13/2022,40840.2,541.557,Master's Degree,Lakshadweep,Teacher,policy1,Email,policy4,Family,Email,Mail,Evening,Spanish
2818,39,Male,Single,3508.835736,8/24/2023,46417,479.249,Master's Degree,Himachal Pradesh,Doctor,policy4,In-Person,policy5,Group,Mail,Mail,Anytime,Spanish
2819,51,Female,Widowed,3360.552264,6/13/2000,18845.4,153.79,Master's Degree,Odisha,Entrepreneur,policy3,Mobile App,policy3,Group,In-Person Meeting,Text,Afternoon,Spanish
2820,24,Female,Single,1999.431797,1/28/2024,13809.2,440.976,High School Diploma,Odisha,Entrepreneur,policy3,Phone,policy2,Business,Text,Text,Weekends,French
2821,49,Female,Single,7798.089012,5/1/2023,20132.8,35.956,Associate Degree,Lakshadweep,Entrepreneur,policy5,Mobile App,policy2,Group,Text,Phone,Anytime,French
2822,55,Female,Married,4899.821132,8/8/2021,14107.4,83.867,High School Diploma,Gujarat,Engineer,policy1,Phone,policy5,Family,Text,Mail,Afternoon,Mandarin
2823,22,Male,Married,1958.938127,12/28/2024,23875.1,872.412,Associate Degree,Andaman and Nicobar Islands,Engineer,policy3,Mobile App,policy2,Individual,Phone,Email,Weekends,Spanish
2824,42,Female,Married,1454.370794,11/4/2023,31385.2,678.517,Bachelor's Degree,Telangana,Manager,policy1,Email,policy5,Family,Mail,In-Person Meeting,Weekends,French
2825,54,Male,Married,6137.157802,12/2/1992,28329.4,253.741,Associate Degree,Andhra Pradesh,Artist,policy5,Phone,policy3,Individual,Email,In-Person Meeting,Weekends,French
2826,20,Male,Married,1332.737161,11/16/2022,7328.9,316.293,Bachelor's Degree,Madhya Pradesh,Artist,policy2,Mobile App,policy4,Business,Phone,In-Person Meeting,Weekends,Spanish
2827,33,Male,Divorced,2403.649121,9/23/2023,30361.8,984.067,Doctorate,Tamil Nadu,Entrepreneur,policy1,Email,policy1,Group,Mail,Email,Evening,Spanish
2828,43,Female,Divorced,3741.631409,5/4/2020,19611,303.437,Doctorate,Himachal Pradesh,Lawyer,policy1,In-Person,policy5,Individual,Mail,In-Person Meeting,Weekends,Spanish
2829,37,Male,Divorced,11958.32108,5/31/2021,16791.9,78.599,High School Diploma,Arunachal Pradesh,Lawyer,policy2,In-Person,policy2,Group,Email,In-Person Meeting,Morning,French
2830,35,Female,Divorced,9543.724519,12/2/2022,22205.5,104.144,High School Diploma,Karnataka,Entrepreneur,policy2,Mobile App,policy2,Business,Mail,Phone,Afternoon,German
2831,26,Male,Married,3654.049688,1/31/2016,34822.5,1007.593,Doctorate,Kerala,Doctor,policy2,Chat,policy2,Family,In-Person Meeting,Text,Evening,German
2832,35,Male,Married,3149.904792,1/5/2016,42218.5,425.721,High School Diploma,Uttar Pradesh,Teacher,policy3,Chat,policy1,Group,In-Person Meeting,Phone,Weekends,Mandarin
2833,36,Male,Married,2322.803153,3/25/2019,14944.1,440.368,Master's Degree,Maharashtra,Salesperson,policy5,Phone,policy2,Business,Text,Mail,Afternoon,French
2834,30,Male,Divorced,5704.435906,2/17/2023,11940.9,16.753,Doctorate,Odisha,Lawyer,policy5,Chat,policy3,Individual,Email,Phone,Morning,Spanish
2835,38,Female,Married,3638.054998,8/4/2019,31915,628.1,Associate Degree,Andaman and Nicobar Islands,Nurse,policy4,Mobile App,policy3,Group,In-Person Meeting,Text,Afternoon,German
2836,34,Male,Married,2187.702046,8/19/2024,19248.3,863.674,High School Diploma,Uttarakhand,Teacher,policy3,Mobile App,policy1,Business,Text,In-Person Meeting,Afternoon,Mandarin
2837,22,Male,Separated,1560.78984,2/12/2023,28889.7,936.894,Doctorate,Rajasthan,Entrepreneur,policy1,Mobile App,policy2,Business,In-Person Meeting,Email,Anytime,French
2838,39,Male,Married,2851.953863,7/28/2021,10750.5,199.95,Doctorate,Sikkim,Lawyer,policy4,In-Person,policy2,Group,In-Person Meeting,Mail,Afternoon,French
2839,58,Female,Widowed,5676.26887,8/19/1991,41967.3,353.711,Master's Degree,Chandigarh,Doctor,policy2,Chat,policy2,Individual,Phone,Mail,Afternoon,English
2840,28,Female,Married,2632.801494,11/2/2022,40874.5,1310.036,Doctorate,Manipur,Salesperson,policy2,Mobile App,policy4,Group,Email,Phone,Weekends,English
2841,29,Male,Married,1559.942826,11/27/2022,14417.9,690.358,Doctorate,Puducherry,Entrepreneur,policy1,Chat,policy4,Group,Email,In-Person Meeting,Evening,English
2842,22,Male,Married,2355.746464,9/22/2023,16454.8,800.979,Associate Degree,Bihar,Artist,policy3,Email,policy5,Group,Mail,Mail,Morning,Spanish
2843,24,Female,Single,1842.27348,1/3/2024,33197.4,1607.317,Associate Degree,Chhattisgarh,Artist,policy4,In-Person,policy5,Family,Text,Phone,Weekends,German
2844,39,Female,Married,2488.335338,7/15/2015,10972.2,247.017,High School Diploma,Arunachal Pradesh,Doctor,policy2,Mobile App,policy1,Family,Email,Mail,Anytime,French
2845,29,Female,Married,2821.911893,5/6/2017,46818.4,1291.561,Doctorate,Himachal Pradesh,Artist,policy5,Mobile App,policy5,Group,Text,In-Person Meeting,Weekends,Mandarin
2846,35,Male,Single,8763.340439,4/29/2022,39782.1,162.06,High School Diploma,Lakshadweep,Manager,policy3,Phone,policy4,Individual,Phone,In-Person Meeting,Morning,English
2847,26,Male,Married,1214.925224,10/27/2023,48015.5,2148.092,Associate Degree,Telangana,Nurse,policy3,Phone,policy2,Family,Mail,In-Person Meeting,Evening,French
2848,24,Male,Divorced,1181.884027,2/12/2024,39489.4,1595.193,Associate Degree,Meghalaya,Engineer,policy1,Phone,policy5,Family,Text,In-Person Meeting,Afternoon,French
2849,29,Male,Divorced,8902.859162,8/18/2021,20241.8,53.267,Doctorate,Madhya Pradesh,Teacher,policy4,Mobile App,policy3,Business,Email,Text,Weekends,German
2850,34,Female,Separated,10055.50699,7/13/2023,40289.5,69.855,Doctorate,Arunachal Pradesh,Teacher,policy3,Chat,policy2,Group,Email,In-Person Meeting,Weekends,French
2851,38,Female,Single,2757.767755,5/8/2015,20002.3,461.79,Associate Degree,Chandigarh,Salesperson,policy1,Email,policy1,Business,Email,Email,Morning,German
2852,36,Male,Single,7614.408615,3/5/2021,18785.2,91.949,High School Diploma,West Bengal,Lawyer,policy1,Email,policy5,Family,Phone,In-Person Meeting,Afternoon,French
2853,34,Female,Married,4721.471903,11/9/2022,41876,990.401,High School Diploma,Assam,Lawyer,policy1,Chat,policy1,Group,Phone,Mail,Evening,German
2854,66,Male,Married,3786.353583,7/7/1990,27541.4,205.663,Bachelor's Degree,Haryana,Engineer,policy1,Mobile App,policy5,Family,Text,Mail,Afternoon,English
2855,36,Male,Married,2226.942391,11/21/2019,48903,1062.783,High School Diploma,Tripura,Teacher,policy5,Phone,policy1,Group,Text,Text,Evening,German
2856,40,Female,Married,8502.477747,1/14/2021,37793.6,70.274,Bachelor's Degree,Arunachal Pradesh,Teacher,policy1,Mobile App,policy5,Group,Text,In-Person Meeting,Afternoon,Spanish
2857,25,Male,Single,2635.575553,8/4/2024,45590.4,1819.191,Doctorate,Sikkim,Lawyer,policy3,In-Person,policy1,Individual,Mail,Email,Afternoon,German
2858,36,Female,Married,2891.213006,1/18/2024,46484.1,750.455,Master's Degree,Lakshadweep,Lawyer,policy1,Mobile App,policy3,Business,Email,Phone,Morning,English
2859,29,Male,Divorced,8134.722036,10/11/2023,7834.3,29.24,Master's Degree,Nagaland,Entrepreneur,policy2,Phone,policy3,Business,Phone,In-Person Meeting,Evening,German
2860,42,Female,Married,4332.017885,9/24/2023,41573.5,1104.735,Master's Degree,Himachal Pradesh,Nurse,policy2,In-Person,policy3,Group,Phone,In-Person Meeting,Weekends,German
2861,34,Female,Divorced,13314.61518,1/25/2023,15550.9,31.855,Master's Degree,Arunachal Pradesh,Salesperson,policy1,Chat,policy1,Family,Text,Phone,Weekends,German
2862,49,Male,Widowed,4924.020819,11/15/1998,19183.5,147.866,Associate Degree,Arunachal Pradesh,Doctor,policy1,In-Person,policy3,Family,Phone,Mail,Morning,French
2863,44,Female,Married,4371.611689,7/9/2016,33345.6,593.155,Associate Degree,Manipur,Entrepreneur,policy2,In-Person,policy3,Business,Text,Mail,Weekends,Spanish
2864,43,Female,Married,4124.856091,12/15/2002,6356.9,41.123,High School Diploma,Madhya Pradesh,Doctor,policy1,Chat,policy5,Group,Text,In-Person Meeting,Evening,French
2865,48,Male,Married,7074.966523,10/11/2020,43183.8,174.594,Master's Degree,Tripura,Nurse,policy1,Chat,policy3,Group,Text,Email,Evening,French
2866,50,Female,Widowed,5116.127367,10/14/1997,8155.6,46.886,Associate Degree,Kerala,Lawyer,policy1,Chat,policy3,Group,In-Person Meeting,Email,Morning,French
2867,29,Male,Divorced,8568.826074,11/16/2021,13291.2,50.055,Bachelor's Degree,Dadra and Nagar Haveli,Lawyer,policy3,Mobile App,policy4,Group,Phone,Phone,Afternoon,German
2868,25,Male,Married,1741.284813,8/26/2024,27650.7,1309.616,Doctorate,Tripura,Lawyer,policy1,In-Person,policy4,Individual,Phone,Email,Anytime,Spanish
2869,55,Male,Married,5919.998002,4/12/2021,12809.7,29.975,High School Diploma,Himachal Pradesh,Salesperson,policy4,Mobile App,policy2,Group,Text,In-Person Meeting,Weekends,Mandarin
2870,30,Female,Married,1480.87661,5/2/2024,22341.6,1113.576,Associate Degree,Madhya Pradesh,Artist,policy2,Chat,policy1,Individual,In-Person Meeting,In-Person Meeting,Anytime,German
